-0.645815,0.647565,-0.154186,
-0.645743,0.647355,-0.152944,
-0.645929,0.64641,-0.151828,
-0.64563,0.644853,-0.151184,
-0.645359,0.642768,-0.150762,
-0.645175,0.640201,-0.150943,
-0.644954,0.637336,-0.151205,
-0.644828,0.634196,-0.151978,
-0.644672,0.630966,-0.152853,
-0.644523,0.627681,-0.153726,
-0.644345,0.624354,-0.154636,
-0.644106,0.621002,-0.1556,
-0.643948,0.61769,-0.157104,
-0.643821,0.614637,-0.158715,
-0.643765,0.611919,-0.160287,
-0.643774,0.60962,-0.162015,
-0.643912,0.607948,-0.164095,
-0.643659,0.607076,-0.166183,
-0.643661,0.607191,-0.168449,
-0.642582,0.698894,-0.12386,
-0.642499,0.698546,-0.122395,
-0.642642,0.697417,-0.120968,
-0.642357,0.695612,-0.119772,
-0.642217,0.693197,-0.119047,
-0.642127,0.690247,-0.118447,
-0.642056,0.686745,-0.118027,
-0.641985,0.682656,-0.117968,
-0.641981,0.678096,-0.118767,
-0.641977,0.673281,-0.119983,
-0.642021,0.668186,-0.121489,
-0.642593,0.66263,-0.12325,
-0.642591,0.656579,-0.12602,
-0.640905,0.654495,-0.127851,
-0.642135,0.65188,-0.128679,
-0.64203,0.64913,-0.129811,
-0.641994,0.646211,-0.130961,
-0.641862,0.643172,-0.132081,
-0.641774,0.640007,-0.133309,
-0.641671,0.636745,-0.134612,
-0.641541,0.633421,-0.135879,
-0.641439,0.630042,-0.137101,
-0.641261,0.626628,-0.138316,
-0.641089,0.623179,-0.139592,
-0.640885,0.619712,-0.140917,
-0.640743,0.616233,-0.14241,
-0.640601,0.6128,-0.143852,
-0.64048,0.609432,-0.145265,
-0.640413,0.606169,-0.146737,
-0.640225,0.603106,-0.148161,
-0.638976,0.600398,-0.149683,
-0.640166,0.597768,-0.15035,
-0.639309,0.590668,-0.151414,
-0.638179,0.584678,-0.152983,
-0.637569,0.579343,-0.154733,
-0.636886,0.574614,-0.156776,
-0.636241,0.570448,-0.158918,
-0.635678,0.566807,-0.161213,
-0.634965,0.563831,-0.163509,
-0.63423,0.561545,-0.165722,
-0.63378,0.560202,-0.168552,
-0.634073,0.560155,-0.171279,
-0.638787,0.709209,-0.106223,
-0.63878,0.70854,-0.10503,
-0.63962,0.706494,-0.104048,
-0.639515,0.703023,-0.104288,
-0.637859,0.701173,-0.105534,
-0.639335,0.698828,-0.105663,
-0.639385,0.696187,-0.106089,
-0.639417,0.693277,-0.106477,
-0.639456,0.690136,-0.106857,
-0.639496,0.686786,-0.107268,
-0.639565,0.68325,-0.107865,
-0.639588,0.679573,-0.10853,
-0.639565,0.675785,-0.109248,
-0.639515,0.671916,-0.11002,
-0.639483,0.668008,-0.110826,
-0.639882,0.664088,-0.11153,
-0.641127,0.660079,-0.112297,
-0.641975,0.656164,-0.113578,
-0.641905,0.652433,-0.115076,
-0.64178,0.648779,-0.116555,
-0.641613,0.645174,-0.118015,
-0.641503,0.641573,-0.11946,
-0.641347,0.637981,-0.120927,
